web-scraper-order,web-scraper-start-url,type habits,prix,adresse,image_lien-src,container_vetements-enfant,container_vetements-enfant-href
"1752750034-5457","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Ensemble pour enfant de 1ans jusqua 15ans","7 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5116396_uploaded_image1_1735846707.jpg","Ensemble pour enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-4659694"
"1752750034-5458","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Ensemble pour enfant","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_5071417_uploaded_image1_1733140647.jpg","Ensemble pour enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-pour-enfants-4659694"
"1752750046-5459","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetement  enfants","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667484_uploaded_image1_1711840999.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659699"
"1752750046-5460","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetements enfant","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4645364_uploaded_image1_1710623336.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659699"
"1752750046-5461","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetements  enfants","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4519620_uploaded_image1_1703885107.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659699"
"1752750046-5462","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetement enfants","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4510412_uploaded_image1_1703252917.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659699"
"1752750046-5463","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vêtement enfant","5 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4065291_uploaded_image1_1674673177.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659699"
"1752750046-5464","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vêtements enfants","Prix sur demande","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_3453271_uploaded_image1_1637794848.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659699"
"1752750046-5465","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Sous vetement enfant","1 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659699"
"1752750046-5466","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetement  enfants","8 500 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5193655_uploaded_image1_1739987145.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659699"
"1752750046-5467","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Sous-vêtement Enfant","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3198270_uploaded_image1_1625015464.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659699"
"1752750046-5468","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetements enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2512733_uploaded_image1_1596568364.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659699"
"1752750046-5469","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetement enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4931868_uploaded_image1_1725656850.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659699"
"1752750046-5470","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659699"
"1752750057-5471","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Ensemble robe enfants","5 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4659695_uploaded_image1_1711411505.jpg","Ensemble robe enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-robe-enfants-4659695"
"1752750057-5472","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Ensemble Robe enfants","28 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3990865_uploaded_image1_1670005692.jpg","Ensemble robe enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-robe-enfants-4659695"
"1752750057-5473","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robe enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3648076_uploaded_image1_1649645654.jpg","Ensemble robe enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-robe-enfants-4659695"
"1752750057-5474","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vêtements enfant","5 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_2735012_uploaded_image1_1604415011.jpg","Ensemble robe enfants","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-robe-enfants-4659695"
"1752750065-5475","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetement  enfants","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667484_uploaded_image1_1711840999.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659704"
"1752750065-5476","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetements enfant","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4645364_uploaded_image1_1710623336.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659704"
"1752750065-5477","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetements  enfants","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4519620_uploaded_image1_1703885107.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659704"
"1752750065-5478","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetement enfants","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4510412_uploaded_image1_1703252917.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659704"
"1752750065-5479","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vêtement enfant","5 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4065291_uploaded_image1_1674673177.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659704"
"1752750065-5480","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vêtements enfants","Prix sur demande","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_3453271_uploaded_image1_1637794848.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659704"
"1752750065-5481","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Sous vetement enfant","1 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659704"
"1752750065-5482","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetement  enfants","8 500 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5193655_uploaded_image1_1739987145.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659704"
"1752750065-5483","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Sous-vêtement Enfant","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3198270_uploaded_image1_1625015464.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659704"
"1752750065-5484","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetements enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2512733_uploaded_image1_1596568364.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659704"
"1752750065-5485","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetement enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4931868_uploaded_image1_1725656850.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659704"
"1752750065-5486","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4659704"
"1752750076-5487","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robes basine et brodé enfant","10 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667139_uploaded_image1_1711815054.jpg","Robes enfant basin et brodé","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-basin-et-brode-4667136"
"1752750076-5488","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robes enfant basin et brodé","10 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667136_uploaded_image1_1711814665.jpg","Robes enfant basin et brodé","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfant-basin-et-brode-4667136"
"1752750084-5489","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robes basine et brodé enfant","10 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667139_uploaded_image1_1711815054.jpg","Robes basine et brodé enfant","https://sn.coinafrique.com/annonce/vetements-enfants/robes-basine-et-brode-enfant-4667139"
"1752750084-5490","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robes enfant basin et brodé","10 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667136_uploaded_image1_1711814665.jpg","Robes basine et brodé enfant","https://sn.coinafrique.com/annonce/vetements-enfants/robes-basine-et-brode-enfant-4667139"
"1752750091-5491","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robes en basin enfants","10 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667140_uploaded_image1_1711815203.jpg","Robes en basin enfants","https://sn.coinafrique.com/annonce/vetements-enfants/robes-en-basin-enfants-4667140"
"1752750091-5492","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robes basine et brodé enfant","10 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667139_uploaded_image1_1711815054.jpg","Robes en basin enfants","https://sn.coinafrique.com/annonce/vetements-enfants/robes-en-basin-enfants-4667140"
"1752750091-5493","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robes enfant basin et brodé","10 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667136_uploaded_image1_1711814665.jpg","Robes en basin enfants","https://sn.coinafrique.com/annonce/vetements-enfants/robes-en-basin-enfants-4667140"
"1752750098-5494","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robes enfants","10 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667155_uploaded_image1_1711816360.jpg","Robes enfants","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-4667155"
"1752750098-5495","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robes en basin enfants","10 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667140_uploaded_image1_1711815203.jpg","Robes enfants","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-4667155"
"1752750098-5496","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robes basine et brodé enfant","10 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667139_uploaded_image1_1711815054.jpg","Robes enfants","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-4667155"
"1752750098-5497","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robes enfant basin et brodé","10 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667136_uploaded_image1_1711814665.jpg","Robes enfants","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-4667155"
"1752750098-5498","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vêtement enfant","5 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3483054_uploaded_image1_1639471866.jpg","Robes enfants","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-4667155"
"1752750098-5499","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robes enfant","15 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3405969_uploaded_image1_1635326776.jpg","Robes enfants","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-4667155"
"1752750098-5500","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robes  enfant","7 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2408739_uploaded_image1_1594145324.jpg","Robes enfants","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-4667155"
"1752750098-5501","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robes enfants","Prix sur demande","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_2377707_uploaded_image2_1593626715.jpeg","Robes enfants","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-4667155"
"1752750098-5502","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robe enfant","9 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4607426_uploaded_image1_1708642698.jpg","Robes enfants","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-4667155"
"1752750098-5503","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Habits enfants","8 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3601827_uploaded_image1_1646873978.jpg","Robes enfants","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-4667155"
"1752750098-5504","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robe pour enfants","15 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_3117591_uploaded_image2_1621167673.jpeg","Robes enfants","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-4667155"
"1752750098-5505","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robe enfant","15 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_2313499_uploaded_image1_1592578354.jpg","Robes enfants","https://sn.coinafrique.com/annonce/vetements-enfants/robes-enfants-4667155"
"1752750111-5506","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Ensemble maillot de bain","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4709459_uploaded_image1_1713994419.jpg","Ensemble maillot de bain","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-maillot-de-bain-4709459"
"1752750122-5507","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Ensemble crop top","12 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4709483_uploaded_image1_1713995121.jpg","Ensemble crop top","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-crop-top-4709483"
"1752750125-5508","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Ensemble petit garçon","9 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4709506_uploaded_image1_1713995931.jpg","Ensemble petit garçon","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-petit-garcon-4709506"
"1752750125-5509","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Ensemble enfant","12 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2133600_uploaded_image1_1589810793.jpg","Ensemble petit garçon","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-petit-garcon-4709506"
"1752750125-5510","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Ensemble pantalon & tee-shirt","12 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_2133467_uploaded_image1_1589808819.jpg","Ensemble petit garçon","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-petit-garcon-4709506"
"1752750125-5511","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Ensemble petit garçon","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3088972_uploaded_image1_1619825459.jpg","Ensemble petit garçon","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-petit-garcon-4709506"
"1752750125-5512","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vêtement enfant","10 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4571564_uploaded_image1_1706728937.jpg","Ensemble petit garçon","https://sn.coinafrique.com/annonce/vetements-enfants/ensemble-petit-garcon-4709506"
"1752750129-5513","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robe enfant","6 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4666224_uploaded_image1_1711745782.jpg","Robe enfant","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4666224"
"1752750129-5514","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robe enfant","5 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_2697206_uploaded_image1_1602775399.jpg","Robe enfant","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4666224"
"1752750129-5515","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robe d'été/ enfants","7 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_2268332_uploaded_image1_1591890458.jpg","Robe enfant","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4666224"
"1752750129-5516","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robe enfant","5 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4686601_uploaded_image1_1712843423.jpg","Robe enfant","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4666224"
"1752750129-5517","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robe enfant","4 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4686597_uploaded_image1_1712843301.jpg","Robe enfant","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4666224"
"1752750129-5518","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vêtements enfants","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3101212_uploaded_image1_1620313045.jpg","Robe enfant","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4666224"
"1752750129-5519","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robe enfant","5 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2697563_uploaded_image1_1602786967.jpg","Robe enfant","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4666224"
"1752750129-5520","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robe pour enfants","7 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2485385_uploaded_image1_1595777191.jpg","Robe enfant","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4666224"
"1752750129-5521","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robe  enfant","7 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2474908_uploaded_image1_1595521453.jpg","Robe enfant","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4666224"
"1752750129-5522","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robes pour enfants","7 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2474793_uploaded_image1_1595519536.jpg","Robe enfant","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4666224"
"1752750129-5523","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robe   enfant","7 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_2474774_uploaded_image1_1595519256.jpg","Robe enfant","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4666224"
"1752750129-5524","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Robe enfant","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3088723_uploaded_image1_1619814031.jpg","Robe enfant","https://sn.coinafrique.com/annonce/vetements-enfants/robe-enfant-4666224"
"1752750133-5525","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetement  enfants","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667484_uploaded_image1_1711840999.jpg","Vetement  enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-4667484"
"1752750133-5526","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetements enfant","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4645364_uploaded_image1_1710623336.jpg","Vetement  enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-4667484"
"1752750133-5527","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetements  enfants","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4519620_uploaded_image1_1703885107.jpg","Vetement  enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-4667484"
"1752750133-5528","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetement enfants","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4510412_uploaded_image1_1703252917.jpg","Vetement  enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-4667484"
"1752750133-5529","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vêtement enfant","5 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4065291_uploaded_image1_1674673177.jpg","Vetement  enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-4667484"
"1752750133-5530","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vêtements enfants","Prix sur demande","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_3453271_uploaded_image1_1637794848.jpg","Vetement  enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-4667484"
"1752750133-5531","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Sous vetement enfant","1 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg","Vetement  enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-4667484"
"1752750133-5532","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetement  enfants","8 500 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5193655_uploaded_image1_1739987145.jpg","Vetement  enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-4667484"
"1752750133-5533","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Sous-vêtement Enfant","Prix sur demande","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3198270_uploaded_image1_1625015464.jpg","Vetement  enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-4667484"
"1752750133-5534","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetements enfants","Prix sur demande","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_2512733_uploaded_image1_1596568364.jpg","Vetement  enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-4667484"
"1752750133-5535","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetement enfants","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4931868_uploaded_image1_1725656850.jpg","Vetement  enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-4667484"
"1752750133-5536","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetement enfant","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5312820_uploaded_image1_1746452801.jpg","Vetement  enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetement-enfants-4667484"
"1752750136-5537","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Slips pour enfants 2 - 8 ans","6 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4668016_uploaded_image1_1711892538.jpg","Slips pour enfants 2 - 8 ans","https://sn.coinafrique.com/annonce/vetements-enfants/slips-pour-enfants-2-8-ans-4668016"
"1752750140-5538","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetement  enfants","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667484_uploaded_image1_1711840999.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4669723"
"1752750140-5539","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetements enfant","10 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4645364_uploaded_image1_1710623336.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4669723"
"1752750140-5540","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetements  enfants","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4519620_uploaded_image1_1703885107.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4669723"
"1752750140-5541","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vetement enfants","8 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4510412_uploaded_image1_1703252917.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4669723"
"1752750140-5542","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vêtement enfant","5 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_4065291_uploaded_image1_1674673177.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4669723"
"1752750140-5543","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Vêtements enfants","Prix sur demande","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_3453271_uploaded_image1_1637794848.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4669723"
"1752750140-5544","https://sn.coinafrique.com/categorie/vetements-enfants?page=2","Sous vetement enfant","1 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_5256504_uploaded_image1_1743272005.jpg","Vêtements enfants","https://sn.coinafrique.com/annonce/vetements-enfants/vetements-enfants-4669723"
